Title,Year
wolf in white van,2014.0
collected stories of amy hempel,2006.0
horseman on the roof,1951.0
dhalgren,1975.0
water dancer,2019.0
arrival,2006.0
stain,1984.0
a personal matter,1964.0
jade cabinet,1993.0
fountains of neptune,1992.0
entering fire,1986.0
thérèse desqueyroux,1927.0
count zero,1986.0
how i live now,2004.0
mona lisa overdrive,1988.0
william trevor,2009.0
confusion,1927.0
eye in the door,1993.0
night circus,2011.0
runaway,2004.0
lookout cartridge,1974.0
house on mango street,1984.0
silence de la mer,1942.0
thursbitch,2003.0
genoa,1965.0
a mirror for witches,1928.0
swing time,2016.0
eva luna,1985.0
double or nothing,1971.0
wise man's fear,2011.0
commonwealth,2016.0
joke,1967.0
soul of kindness,1964.0
less than angels,1955.0
cannibal,1949.0
ghost,2007.0
aurélien,1944.0
destroyers,2017.0
youth,2002.0
waiting to exhale,1995.0
satin slipper,1929.0
wolf brother,2004.0
"boy, snow, bird",2014.0
resistible rise of arturo ui,1941.0
friday,1967.0
night manager,1993.0
if nobody speaks of remarkable things,2002.0
lesser bohemians,2016.0
fleshmarket close,2004.0
always coming home,1985.0
drop city,2003.0
red at the bone,2019.0
tendrils of vines,1908.0
krik? krak!,1995.0
capital of pain,1926.0
martin eden,1909.0
ballad of the salt sea,1926.0
life in the far west,1849.0
eileen,2015.0
staying alive,2003.0
riddley walker,1980.0
poppy war,2018.0
portrait of an artist with 26 horses,1962.0
bronc people,1958.0
kindly one,2006.0
go in beauty,1956.0
franchiser,1976.0
wonderful adventures of nils,1906.0
lady into fox,1922.0
powerbook,2002.0
skinny legs and all,1990.0
martian chronicles,1950.0
incendiaries,2018.0
age of wire and string,1995.0
interrogation,1963.0
tropisms,1939.0
tlooth,1966.0
"blind willow, sleeping woman",2006.0
bowlaway,2019.0
war music,2009.0
damned utd,2006.0
matilda,1988.0
a sight for sore eyes,1998.0
an absolutely remarkable thing,2018.0
collected poems of michael donaghy,2009.0
flight from the enchanter,1956.0
shadow of the torturer,1980.0
sword of the lictor,1982.0
claw of conciliator,1981.0
citadel of the autarch,1983.0
twelve lives of samuel hawley,2017.0
eustace and hilda,1944.0
james and the giant peach,1961.0
legs,1975.0
"bright lights, big city",1984.0
billy phelan's greatest game,1978.0
emperor's children,2006.0
"go down, moses",1942.0
tunnel,1995.0
general of the dead army,1963.0
born yesterday,2008.0
omensetter's luck,1966.0
who fears death,2010.0
strange case of peter the lett,1931.0
darconville's cat,1981.0
holes,1998.0
enchantress of florence,2008.0
up,1968.0
golden apples,1949.0
yellow back radio broke-down,1969.0
an untamed state,2014.0
a home at the end of the world,1990.0
"everything ravaged, everything burned",2009.0
furor and mystery,1948.0
ruins,2006.0
you bright and risen angels,1987.0
close range,1999.0
no orchids for miss blandish,1939.0
blake and mortimer,1946.0
universal baseball association,1968.0
creamy and delicious,1970.0
anything is possible,2017.0
my year of rest and relaxation,2018.0
interestings,2013.0
presumed innocent,1987.0
second thoughts,1957.0
more than human,1951.0
district and circle,2006.0
last gentleman,1966.0
burden of our time,1951.0
ocean at the end of the lane,2013.0
carhullan army,2007.0
mulligan stew,1979.0
rosy crucifixion,1949.0
kaaterskill falls,1998.0
emperor's babe,2001.0
sudden death,2016.0
easy travel to other planets,1981.0
amers,1957.0
gaston,1957.0
tours of the black clock,1989.0
flight behavior,2012.0
in memoriam to identity,1990.0
practical magic,1996.0
lost leader,2008.0
position,2005.0
hogg,1996.0
collected poems of frank o'hara,1971.0
fools of fortune,1983.0
kaspar and other plays,1967.0
falling in place,1981.0
a god in ruins,2015.0
bird of night,1972.0
collected poems of langston hughes,1967.0
civilwarland in bad decline,1996.0
invented part,2014.0
music and silence,1999.0
changeling,1978.0
silver city,1981.0
autobiography of an ex-colored man,1912.0
hand that first held mine,2010.0
professional,1958.0
sacred and profane love machine,1974.0
palm-wine drinkard,1952.0
black tickets,1979.0
restless,2006.0
saturday,2005.0
voyage out,1915.0
a sorrow beyond dreams,1972.0
day,2007.0
"diary of anais nin, 1931-1934",1934.0
how the garcia girls lost their accents,1991.0
pearl,1947.0
best science fiction stories of h. g. wells,1946.0
landing light,2003.0
story of edgar sawtelle,2008.0
maggie,1893.0
theory of war,1993.0
outside over there,1981.0
rivers and mountains,1966.0
behind of the scenes at the museum,1995.0
children of dynmouth,1976.0
kruger's alp,1984.0
dharma bums,1958.0
samuel pepys,2002.0
picture palace,1978.0
wild at heart,1990.0
searching for caleb,1975.0
box man,1947.0
thank you and other poems,1962.0
joy in the morning,1946.0
hagoromo,1524.0
christina rossetti,1894.0
book of strange new things,2014.0
injury time,1977.0
sign of four,1890.0
english passengers,2000.0
time traveler's wife,2003.0
apu ollontay,1857.0
struwwelpeter,1845.0
home to harlem,1928.0
cheri,1920.0
poems,1974.0
savages,2010.0
last exit to brooklyn,1964.0
young shoulders,1982.0
three hundred tang poems,1763.0
elegies,1985.0
hard times,1854.0
terror,2007.0
complete stories,1955.0
lime twig,1961.0
natural,1952.0
a fan's notes,1968.0
poor things,1992.0
green eggs and ham,1960.0
an occurrence at owl creek bridge,1890.0
collected stories of peter taylor,1971.0
felicia's journey,1994.0
city of glass,1985.0
history of mr. polly,1910.0
seven gothic tales,1934.0
hopeful monsters,1990.0
airships,1978.0
complete poems of marianne moore,1958.0
chymical wedding,1989.0
collected poems of audre lorde,1997.0
quarantine,1997.0
destiny waltz,1971.0
building stories,2012.0
carter beats devil,2001.0
merchant of venice,1598.0
le bateau ivre,1871.0
pushcart prize anthology,1976.0
nog,1969.0
works of george peele,1596.0
african stories,1964.0
taming of the shrew,1592.0
"will you please be quiet, please?",1976.0
beginning of spring,1988.0
swing hammer swing!,1992.0
bad behavior,1988.0
blazing world,2014.0
queen of the tambourine,1991.0
twelve bar blues,2001.0
collected short stories of saki,1916.0
old jest,1979.0
blood oranges,1997.0
leading the cheers,1998.0
mythologies,1957.0
docherty,1975.0
tenderness of wolves,2006.0
every man for himself,1996.0
dangerous laughter,2008.0
spirit level,1996.0
how far can you go?,1980.0
coup,1978.0
time's arrow,1991.0
sexual perversity in chicago,1970.0
tragic magic,1978.0
continental op,1923.0
plainsong,1999.0
collected poems 1912-1944,1944.0
einstein's dreams,1992.0
foliage,1859.0
comforts of madness,1988.0
native american folktales,
on the bus with rosa parks,1999.0
collected works,1931.0
ice storm,1994.0
flowering judas and other stories,1930.0
man in the holocene,1979.0
"henry iv, part i",1597.0
"brown girl, brownstones",1959.0
spies,2002.0
"i, etcetera",1978.0
child in time,1987.0
lolly willowes,1926.0
complete short stories of jack london,1916.0
pure and the impure,1967.0
extremely loud and incredibly close,2005.0
speedboat,1976.0
women,1978.0
oranging of america,1976.0
sybil,1845.0
epicure's lament,2004.0
selected poems of gabriela mistral,1957.0
selected poems,1678.0
dyskolos,-316.0
collected short stories of maxim gorky,1936.0
tragical history of doctor faustus,1604.0
kabbalah,1195.0
geek love,1989.0
yiddish policemen's union,2007.0
if,1910.0
a single man,1964.0
chip chip gatherers,1973.0
i loved you more,2013.0
hunting of the snark,1876.0
cunning man,1994.0
advertisements for myself,1959.0
pure,2011.0
shawl,1989.0
human comedy,1845.0
your face tomorrow,2007.0
gormenghast,1950.0
selected plays of henrick ibsen,1906.0
titus groan,1946.0
forsyte saga,1922.0
titus alone,1959.0
deptford trilogy,1970.0
plays,1684.0
your face tomorrow,2004.0
complete plays of jean racine,1699.0
selected plays of george bernard shaw,1950.0
chronicles of narnia,1950.0
your face tomorrow,2002.0
works of moliere,1673.0
meghadūta,350.0
essays,1580.0
walden,1854.0
confessions,398.0
interpretation of dreams,1899.0
prince,1532.0
diary of a young girl,1944.0
autobiography of malcolm x,1965.0
confessions of jean-jacques rousseau,1782.0
silent spring,1962.0
complete works of plato,-347.0
pensées,1670.0
on the origin of species,1859.0
in cold blood,1966.0
elements of style,1918.0
double helix,1968.0
a room of one's own,1929.0
relativity,1917.0
"look homeward, angel",1929.0
homage to catalonia,1938.0
"speak, memory",1940.0
"general theory of employment, interest and money",1936.0
democracy in america,1840.0
second world war,1953.0
communist manifesto,1848.0
facundo,1845.0
black lamb and grey falcon,1941.0
education of henry adams,1918.0
out of africa,1937.0
das kapital,1867.0
structure of scientific revolutions,1962.0
dispatches,1977.0
gulag archipelago,1973.0
i know why the caged bird sings,1969.0
civil war,1974.0
essential writings of ralph waldo emerson,1882.0
if this is a man,1947.0
histories of herodotus,-420.0
principles of psychology,1890.0
collected essays of george orwell,1961.0
electric kool-aid acid test,1968.0
art of war,-200.0
civilization and its discontents,1929.0
death and life of great american cities,1961.0
meditations,167.0
life of samuel johnson,1823.0
snow leopard,1978.0
selected essays of t. s. eliot,1932.0
right stuff,1979.0
road to serfdom,1944.0
leviathan,1651.0
r. e. lee,1934.0
discourse on method,1637.0
varieties of religious experience,1902.0
liberal imagination,1950.0
annals,120.0
angela's ashes,1996.0
oxford english dictionary,1884.0
second sex,1949.0
mere christianity,1942.0
history of the peloponnesian war,-450.0
moveable feast,1964.0
autobiography of alice b. toklas,1933.0
origins of totalitarianism,1951.0
parallel lives,120.0
a brief history of time,
orthodoxy,1908.0
philosophical investigations,1953.0
night,1960.0
affluent society,1958.0
mythology,1942.0
open society,1945.0
color of water,1995.0
phaedo,-399.0
seven storey mountain,1948.0
hiroshima,1946.0
dialogue concerning the two chief world systems,1632.0
let us now praise famous men,1941.0
pragmatism,1907.0
ethics,1676.0
making of the atomic bomb,1988.0
federalist papers,1788.0
beyond good and evil,1886.0
a study of history,1961.0
corpus aristotelicum,-400.0
three essays on the theory of sexuality,1905.0
wild swans,1991.0
seven pillars of wisdom,1926.0
feynman lectures on physics,1995.0
decline and fall of the roman empire,1776.0
golden bough,1890.0
analects,-350.0
quotations from chairman mao,1964.0
samuel johnson,1977.0
slouching towards bethlehem,1968.0
tao te ching,-300.0
year of magical thinking,2005.0
souls of black folk,1903.0
black boy,1945.0
woman warrior,1975.0
civil disobedience,1849.0
autobiographies,1926.0
on writing,2000.0
battle cry of freedom,1988.0
memoirs from beyond the grave,1849.0
lives of the caesars,121.0
persepolis,2000.0
abolition of man,1943.0
jefferson and his time,1948.0
maus,1986.0
a supposedly fun thing i'll never do again,1997.0
henry james,1963.0
on the genealogy of morality,1887.0
on liberty,1859.0
summa theologica,1274.0
encyclopedia britannica,1771.0
apology,-399.0
desert solitaire,1968.0
truman,1992.0
george sand-gustave flaubert letters,1921.0
witness,1952.0
power broker,1974.0
immortal life of henrietta lacks,
constitution of liberty,1960.0
an enquiry concerning human understanding,1748.0
capitalism and freedom,1962.0
modern times,1983.0
"capitalism, socialism, and democracy",1942.0
nadja,1928.0
testament of youth,1933.0
a modest proposal and other satirical works,1729.0
tipping point,2000.0
guns of august,1962.0
life on the mississippi,1883.0
quest for community,1953.0
institutes of the christian religion,1536.0
praise of folly,1509.0
profiles in courage,1955.0
joy of cooking,1936.0
emperor,1978.0
rights of man,1791.0
poetics,-335.0
city in history,1961.0
rameau's nephew,1805.0
fear and trembling,1843.0
waning of the middle ages,1919.0
man's search for meaning,1984.0
good-bye to all that,1929.0
being and nothingness,1943.0
feminine mystique,1963.0
myth of sisyphus,1942.0
and the band played on,1987.0
ten days that shook the world,1919.0
on the revolutions of the heavenly spheres,1543.0
hippocratic corpus,-300.0
common sense book of baby and child care,1946.0
how to win friends and influence people,1936.0
eminent victorians,1918.0
tristes tropiques,1955.0
journals,
history of my life,1822.0
theory of the leisure class,1899.0
fire next time,1963.0
"roll, jordan, roll",1972.0
zen and the art of motorcycle maintenance,1974.0
an american dilemma,1944.0
christ stopped at eboli,1945.0
looming tower,2006.0
autobiography of benjamin franklin,1771.0
"guns, germs, and steel",1997.0
mismeasure of man,1981.0
conservative mind,1953.0
a bright shining lie,1988.0
histories,110.0
aspects of the novel,1927.0
hell's angels,1965.0
long walk to freedom,1995.0
journal of jules renard,1925.0
up from slavery,1901.0
children of crisis,1967.0
age of reform,1955.0
frontier in american history,1920.0
omnivore's dilemma,
a heartbreaking work of staggering genius,2000.0
nature and destiny of man,1943.0
up in the old hotel,1992.0
i ching,-1400.0
a long way gone,
in the heart of the sea,2001.0
common ground,1985.0
main currents in american thought,1927.0
notes of a native son,1955.0
freakonomics,2005.0
wealth of nations,1776.0
a mathematician's apology,1940.0
small is beautiful,1973.0
a sand county almanac,1949.0
pilgrim at tinker creek,1975.0
me talk pretty one day,2000.0
selfish gene,
principia mathematica,1687.0
worst journey in the world,1922.0
encyclopédie,1751.0
rise and fall of the third reich,1960.0
patriotic gore,1962.0
words,1963.0
man who mistook his wife for a hat,
essays and aphorisms,1860.0
making of the english working class,1963.0
bookseller of kabul,2003.0
dreams from my father,2004.0
face of battle,1976.0
interesting narrative of the life of olaudah equiano,1798.0
bury my heart at wounded knee,1970.0
unconscious,1890.0
birthday letters,1998.0
being and time,1927.0
two treatises of government,1689.0
future shock,1980.0
memoirs of cardinal de retz,1717.0
hedgehog and the fox,1953.0
memoirs of the duke of saint-simon on the reign of louis xiv. and the regency,1755.0
letters to a young poet,1934.0
"eats, shoots and leaves",2003.0
parting the waters,1988.0
essays of e. b. white,1977.0
voyage of the beagle,1839.0
genetics and the origin of species,1937.0
coming of age in samoa,1928.0
euclid's elements,-280.0
harmony of the worlds,1619.0
enneads,250.0
mein kampf,
smoking and health,1962.0
dust tracks on a road,1942.0
satyagraha in south africa,1928.0
argonauts,2015.0
reveille in washington,1942.0
common sense,1775.0
revolt of the masses,1929.0
this boy's life,1989.0
team of rivals,
rationalism in politics,1962.0
ants,1990.0
economy and society,1922.0
sociobiology,1975.0
habit of being,1978.0
voices from chernobyl,2005.0
centesimus annus,1991.0
age of jackson,1945.0
pursuit of the millennium,1957.0
sixth extinction,2014.0
great terror,1968.0
noonday demon,2001.0
chronicles of wasted time,1972.0
américa hispánica,1980.0
metaphysics,
art of memory,1966.0
present at the creation,1969.0
hare with amber eyes,2010.0
american language,1919.0
roughing it,1872.0
moneyball,
lives of a cell,1974.0
everlasting man,1925.0
reading lolita in tehran,2003.0
an essay concerning human understanding,1690.0
maximes,1680.0
house of morgan,1990.0
les caractères,1688.0
shock doctrine,2007.0
lettres de madame de sévigné,1696.0
radical chic and mau-mauing the flak catchers,1970.0
on food and cooking,1984.0
provincial letters,1656.0
unheavenly city,1970.0
critique of pure reason,1781.0
james joyce,1983.0
liars' club,1995.0
bad science,2008.0
seven years in tibet,1952.0
london,2000.0
invention of solitude,1982.0
letters from a stoic,65.0
crisis of european sciences and transcendental phenomenology,1936.0
rise of theodore roosevelt,1979.0
end of history and the last man,1992.0
correspondence,1778.0
unbroken,
notes from a small island,1995.0
devil in white city,2003.0
reluctant fundamentalist,2007.0
either or,1843.0
all the president's men,
tell me how it ends,2017.0
works of max beerbohm,1896.0
duke of deception,1979.0
priestdaddy,2017.0
essential cuisine,
el bulli,2002.0
our band could be your life,2001.0
hollywood babylon,1959.0
americans,1958.0
larousse gastronomique,2009.0
philosophical writings,1801.0
social contract,1762.0
"gödel, escher, bach",1979.0
god and man at yale,1951.0
ideas have consequences,1948.0
economy of cities,1969.0
closing of the american mind,1987.0
ethnic america,1981.0
a vindication of the rights of woman,1798.0
reveries of a solitary walker,1782.0
true history of the conquest of new spain,1576.0
borstal boy,1958.0
pavel's letters,1999.0
drowned and the saved,1986.0
wittgenstein's nephew,1982.0
"emile, or on education",1762.0
life is a carawanserai has two doors i went in one i came out the other,
down second avenue,1959.0
before night falls,1992.0
memory of fire trilogy,1986.0
hideous kinky,1992.0
love's work,1995.0
cataract,1971.0
promise at dawn,1960.0
memoirs of my nervous illness,1903.0
three case histories,1963.0
storm of steel,1920.0
rebel,1951.0
struggle for europe,1952.0
road from coorain,1989.0
zeitoun,2009.0
systematic theology,1988.0
campaign of the marne,1925.0
north,1975.0
titi livi ab urbe condita libri,-9.0
tractatus logico-philosophicus,1921.0
insight,1957.0
disraeli,1967.0
democracy and leadership,1924.0
machiavellians,1943.0
reflections of a russian statesman,1898.0
armies of the night,1968.0
a dictionary of the english language,1755.0
hero with a thousand faces,1949.0
abc of reading,1934.0
second world war,1990.0
making of homeric verse,1971.0
great bridge,1972.0
care of the soul,1992.0
strange ride of rudyard kipling,1977.0
scrutiny,1947.0
edge of the sword,1960.0
bureaucracy,1945.0
balzac,1946.0
good society,1937.0
christian tradition,1973.0
strange defeat,1944.0
looking back,1998.0
mont-saint-michel and chartres,1918.0
how to cook,1971.0
on war,1832.0
citizens,1989.0
life of charlotte brontë,1857.0
poetry and the age,1953.0
love in the western world,1939.0
wealth and poverty,1981.0
darwin's black box,1996.0
way the world works,1978.0
to the finland station,1940.0
civilisation,1969.0
russian revolution,1990.0
a people's history of the united states,1980.0
idea of history,1946.0
last lion,1988.0
starr report,1998.0
"i, rigoberta menchú",1983.0
charter of the united nations,1945.0
subjection of women,1869.0
new negro,2018.0
king solomon's ring,1949.0
epitome of copernican astronomy,1617.0
on death and dying,1969.0
on narcissism,1914.0
superhighway--superhoax,1970.0
woman suffrage and politics,1923.0
protestant ethic and the spirit of capitalism,1904.0
physics and philosophy,1934.0
treatise on radioactivity,1910.0
sisterhood is powerful,1970.0
what is life?,1929.0
what is metaphysics?,1930.0
edith wharton,1975.0
"etiquette in society, in business, in politics and at home",1922.0
thoughts for the times on war and death,1952.0
nature of life,1961.0
acquisitive society,1921.0
mencius,-400.0
a theory of consumption function,1936.0
a general introduction to psycho-analysis,1952.0
instincts and their vicissitudes,1915.0
problems of philosophy,1912.0
discussion with einstein on epistemology,1965.0
structural anthropology,1963.0
scientific autobiography and other papers,1949.0
evicted,2016.0
a field guide to the birds,1934.0
group psychology and the analysis of the ego,1922.0
house on henry street,1915.0
"observations on ""wild"" psycho-analysis",1952.0
studies in the psychology of sex,1900.0
an introduction to mathematics,1910.0
der judenstaat,1896.0
life of the bee,1901.0
politics of ecstasy,1968.0
an introduction to metaphysics,1903.0
origin and development of psycho-analysis,1952.0
meaning of truth,1909.0
russia leaves the war,1956.0
word of god and the word of man,1952.0
story of my life,1903.0
future prospects of psycho-analytic therapy,1910.0
against our will,1975.0
an autobiography of anthony trollope,1883.0
haunted land,1995.0
artist's way,1992.0
science and hypothesis,1905.0
ego and the id,1923.0
"inhibitions, symptoms, and anxiety",1893.0
essays in sociology,1958.0
expanding universe,1948.0
first tycoon,2009.0
a stillness at appomattox,1953.0
courage to be,1952.0
swerve,2011.0
path to power,1982.0
wretched of the earth,1961.0
selected papers on hysteria,1912.0
democratic vistas,1871.0
growing up absurd,1960.0
ball four,1970.0
pillow book,1002.0
twenty years at hull-house,1910.0
uses of enchantment,1976.0
diversity of life,1992.0
autobiography of lincoln steffens,1931.0
voices of marrakesh,1978.0
suicide,1897.0
there are no children here,1991.0
why i am not a christian,1927.0
whole internet,1992.0
experience in education,1938.0
family of man,1955.0
atomic theory and the description of nature,1952.0
master of the senate,2002.0
kafka's other trial,1974.0
repression,1950.0
basic documents in american history,1956.0
armenian atrocities,1915.0
a fire on the moon,1970.0
battle with the slum,1902.0
records of the grand historian,-91.0
new introductory lectures on psycho-analysis,1933.0
science and the modern world,1925.0
beyond the pleasure principle,1920.0
hemingses of monticello,2008.0
almagest,150.0
my fight for birth control,1931.0
great war and modern memory,1975.0
west with the night,1942.0
why we can't wait,1964.0
three cups of tea,2006.0
narrative of the life of frederick douglass,1845.0
journalist and the murderer,1990.0
shadow and act,1964.0
nickel and dimed,2001.0
unsettling of america,1960.0
tao of physics,1975.0
kaffir boy,1986.0
"protestant, catholic, jew",1955.0
natural right and history,1953.0
after virtue,1981.0
persons and places,1944.0
stripping of the altars,1992.0
new science of politics,1952.0
lost in the cosmos,1983.0
prejudices,1919.0
whig interpretation of history,1931.0
my childhood,1913.0
teacher in america,1945.0
a history of philosophy,1946.0
religion and the rise of western culture,1950.0
triumph of the therapeutic,1966.0
understanding poetry,1938.0
great chain of being,1936.0
between the world and me,2015.0
first they killed my father,2000.0
microbe hunters,1926.0
napoleon,1971.0
galapagos,1924.0
reason why,1953.0
name above the title,1971.0
one two three . . . infinity,1947.0
two-ocean war,1963.0
escape from freedom,1941.0
roosevelt,1956.0
emperor of all maladies,2010.0
fun home,2006.0
proper study of mankind,1997.0
red scarf girl,1998.0
experience,2000.0
i have lived a thousand years,1997.0
principia mathematica,1913.0
kon-tiki expedition,1948.0
venice,
zami,1982.0
nicomachean ethics,-400.0
born to run,2009.0
kitchen confidential,
son of a servant,1886.0
"human, all too human",1878.0
twilight of the idols and antichrist,1889.0
i will bear witness,1998.0
18th brumaire of louis bonaparte,1852.0
letters from an american farmer,1782.0
my life,1929.0
germania,98.0
homo ludens,1938.0
a history of the world in 100 objects,
daring greatly,
mirror and the lamp,1953.0
art of the soluble,1967.0
all but my life,1957.0
a theory of justice,1971.0
my forbidden face,2001.0
art and illusion,1960.0
a man in love,2013.0
falling leaves,1997.0
principia ethica,1903.0
in my hands,1999.0
philosophy and civilization,1931.0
on growth and form,1917.0
funny in farsi,2003.0
ideas and opinions,1954.0
afterlife,2006.0
light of the world,2015.0
gentrification of the mind,2012.0
albert murray,2016.0
men we reaped,2013.0
best we could do,2017.0
enrique's journey,2006.0
american shaolin,2006.0
chinese cinderella,1999.0
eating animals,2009.0
"""surely you're joking, mr. feynman!""",1985.0
staying power,1984.0
soul of a citizen,1999.0
madame curie - a biography by eve curie,2001.0
why the west rules - for now,2010.0
death of woman wang mmp,1978.0
private life of chairman mao,1994.0
frugal superpower,2010.0
farm hands,
ain't no makin' it,1987.0
science and civilisation in china,1954.0
autobiography of mark twain,1959.0
spirit of st. louis,1953.0
consider lobster,2005.0
slavery by another name,2008.0
last train to memphis,1994.0
all over but shoutin',1999.0
spirit catches you and you fall down,1997.0
mary chestnut's civil war,1982.0
backlash,1991.0
age of wonder,2008.0
we wish to inform you that tomorrow we will be killed with our families,1998.0
john adams,2001.0
growing up,1982.0
far from the tree,2012.0
orientalism,1978.0
arctic dreams,1986.0
mastering the art of french cooking,1961.0
good war,1984.0
united states,1993.0
a distant mirror,1978.0
warmth of other suns,2010.0
"making of the president, 1960",1961.0
we tell ourselves stories in order to live,2006.0
anti-intellectualism in american life,1963.0
forever war,2008.0
god delusion,2006.0
working,1974.0
darkness visible,1989.0
beauty myth,1991.0
lives of the artists,1908.0
schott's original miscellany,2002.0
a year in provence,1989.0
a people's tragedy,1996.0
diaries,1983.0
a history of the crusades,1951.0
origins of the second world war,1961.0
a history of the english-speaking peoples,1956.0
anglo-saxon chronicle,875.0
a child called 'it',1995.0
geography,150.0
memoirs of a fox-hunting man,1928.0
in the american grain,1925.0
cadillac desert,1986.0
sweet science,1956.0
religion and rise of capitalism,1922.0
a preface to morals,1929.0
gate of heavenly peace,1982.0
strange career of jim crow,1955.0
rise of the west,1991.0
gnostic gospels,1979.0
florence nightingale,1983.0
studies in iconology,1939.0
strange death of liberal england,1935.0
vermeer,1952.0
american political tradition,1948.0
contours of american history,1961.0
promise of american life,1909.0
taming of chance,1990.0
operating instructions,1994.0
melbourne,1954.0
entropy,
road less travelled,1978.0
how democracies perish,1983.0
free to choose,1980.0
dancing wu li masters,1979.0
mountains beyond mountains,2003.0
areopagitica,1644.0
crito,-399.0
an anatomical exercise on the motion of the heart and blood in living beings,1628.0
euthyphro,-399.0
sybil,1973.0
against interpretation,1966.0
stamped from the beginning,2016.0
"transformation of virginia, 1740-1790",1983.0
triumphant empire,1962.0
sontag,2019.0
eleanor and franklin,1972.0
man from new york,1969.0
prophets of regulation,1984.0
undying,2019.0
in the days of mckinley,1960.0
flowering of new england,1937.0
dead are arising,2020.0
problem of slavery in the age of emancipation,2013.0
island on fire,2020.0
sea around us,1951.0
dreamland,2014.0
directorate s,2017.0
say nothing,2019.0
evangelicals,2016.0
w.e.b. du bois,2001.0
john c. calhoun,1951.0
becoming a man,1992.0
a daughter of the middle border,1922.0
benjamin franklin,1938.0
john keats,1964.0
sweet taste of liberty,2019.0
w.e.b. dubois,1993.0
end of the myth,2019.0
yellow house,2019.0
a history of american magazines,1939.0
raven,1930.0
edmund pendleton 1721–1803,1952.0
arab and jew,1986.0
puritan village,1963.0
henry adams,1965.0
return,2016.0
black flags,2015.0
paul revere and the world he lived in,1942.0
war of independence,1929.0
washington's crossing,2003.0
price of power,1982.0
voyagers to the west,1987.0
blood in the water,2016.0
lamy of santa fe,1975.0
son of the wilderness,1946.0
fortunate son,1991.0
encounters at the heart of the world,2014.0
peter the great,1980.0
"woodrow wilson, life and letters",1939.0
custer's trials,2016.0
"woodrow wilson, american prophet",1959.0
fate of liberty,1991.0
a civil action,1996.0
founding of new england,1921.0
life of andrew jackson,1937.0
training of an american,1928.0
taft story,1955.0
robert frost,1971.0
devil in the grove,2012.0
republican era,1959.0
roosevelt and hopkins,1949.0
life of sir william osler,1925.0
summer for the gods,1997.0
across the wide missouri,1947.0
fire in the lake,1972.0
john paul jones,1959.0
whitman,1927.0
huey long,1969.0
herman melville,1950.0
origins of the fifth amendment,1968.0
roosevelt,1970.0
era of good feelings,1952.0
george bancroft,1945.0
a history of the civil war,1918.0
grant,1981.0
is there no place on earth for me?,1982.0
colonial period of american history,1935.0
future is history,2017.0
prairie fires,2017.0
luce and his empire,1973.0
charles evans hughes,1951.0
khrushchev,2003.0
road to reunion,1900.0
with americans of past and present days,1916.0
lenin's tomb,1994.0
charles w. eliot,1930.0
weapons and hope,1983.0
george f. kennan,2011.0
years of extermination,2007.0
imperial reckoning,2005.0
ghost wars,2004.0
double fold,2001.0
de kooning,2005.0
course of american democracy,1984.0
american leonardo,1943.0
facts of life,1977.0
theodore roosevelt,1932.0
prize,1990.0
amity and prosperity,2018.0
how we die,1994.0
a midwife's tale,1990.0
shock of the new,1980.0
rising sun,1970.0
original meanings,1997.0
freedom from fear,1999.0
grover cleveland,1934.0
measure of man,1954.0
"coming of the war, 1914",1931.0
a thousand days,1966.0
walter lippmann and the american century,1980.0
an american in italy,1955.0
"impending crisis, 1841-1867",1977.0
neither black nor white,1972.0
barbarian days,2015.0
gulf,2018.0
john quincy adams and the foundations of american foreign policy,1949.0
john hay,1933.0
frederick douglass,2018.0
land where the blues began,1993.0
and their children after them,1989.0
content of our character,1989.0
charles sumner and the coming of the civil war,1961.0
move your shadow,1985.0
liberty's exiles,2011.0
no ordinary time,1995.0
memoirs,1968.0
course of empire,1952.0
machiavelli in hell,1989.0
people's choice,1933.0
sons of mississippi,2002.0
beautiful swimmers,1976.0
most famous man in america,2007.0
ralph waldo emerson,1950.0
freedom,1991.0
american orchestra and theodore thomas,1927.0
a constitutional history of the united states,1935.0
vera,2000.0
in our image,1989.0
american revolution,1924.0
my experiences in the world war,1932.0
eichmann in jerusalem,1963.0
embracing defeat,1999.0
atlantic migration,1860.0
barrett wendell and his letters,1925.0
american education,1981.0
benjamin henry latrobe,1956.0
scientists against time,1947.0
life of john marshall,1919.0
pedlar's progress,1938.0
lion and the throne,1957.0
growth of american thought,1943.0
heavens and the earth,1986.0
"brother, i'm dying",2007.0
julia ward howe,1916.0
stilwell and the american experience in china,1971.0
newjack,2001.0
abraham lincoln,1939.0
mr. clemens and mark twain,1966.0
rape of europa,1995.0
pinckney's treaty,1927.0
supreme court in united states history,1924.0
a nation under our feet,2003.0
arc of justice,2004.0
carry me home,2001.0
war with mexico,1920.0
victory at sea,1921.0
when breath becomes air,2016.0
ideological origins of the american revolution,1968.0
life and letters of walter h. page,1923.0
visible hand,1977.0
bad land,1996.0
history of the american frontier,1924.0
what hath god wrought,2007.0
forgotten first citizen,1948.0
johnathan edward,1941.0
unfinished business,2004.0
munich,1979.0
o strange new world,1964.0
between war and peace,1960.0
greenback era,1965.0
why survive? being old in america,1975.0
oscar wilde,1988.0
hirohito and the making of modern japan,2000.0
louise bogan,1986.0
crusader in crinoline,1942.0
polio,2005.0
lincoln at gettysburg,1992.0
significance of sections in american history,1933.0
eden's outcasts,2008.0
medical apartheid,2007.0
